t,plant,axis,C_exudated,GA,SAM_height,SAM_temperature,Total_Transpiration,cohort,delta_teq,delta_teq_roots,mstruct,nb_leaves,senesced_mstruct,status,sum_TT,sum_respi_roots,sum_respi_shoot,teq_since_primordium
683,1,MS,0.89280740,False,0.00000000,3.42100000,0.00005800,1,978.76840368,978.76840368,0.09961839,11,0.00044331,reproductive,142.89069042,0.30608347,0.61544337,480892.97102599
684,1,b'T1',NA,False,0.00000000,3.36400000,NA,4,962.46036538,962.46036538,NA,8,NA,reproductive,143.02436547,NA,NA,481855.43139137
684,1,b'T2',NA,False,0.00000000,3.36400000,NA,5,962.46036538,962.46036538,NA,7,NA,reproductive,143.02436547,NA,NA,481855.43139137
684,1,b'T3',NA,False,0.00000000,3.36400000,NA,6,962.46036538,962.46036538,NA,6,NA,reproductive,143.02436547,NA,NA,481855.43139137
684,1,b'T4',NA,False,0.00000000,3.36400000,NA,7,962.46036538,962.46036538,NA,5,NA,reproductive,143.02436547,NA,NA,481855.43139137
684,1,MS,0.80863317,False,0.00000000,3.36400000,0.00007667,1,962.46036538,962.46036538,0.09969320,11,0.00045591,reproductive,143.02436547,0.30479223,0.64175902,481855.43139137
685,1,b'T1',NA,False,0.00000000,3.38500000,NA,4,968.46859002,968.46859002,NA,8,NA,reproductive,143.15887500,NA,NA,482823.89998139
685,1,b'T2',NA,False,0.00000000,3.38500000,NA,5,968.46859002,968.46859002,NA,7,NA,reproductive,143.15887500,NA,NA,482823.89998139
685,1,b'T3',NA,False,0.00000000,3.38500000,NA,6,968.46859002,968.46859002,NA,6,NA,reproductive,143.15887500,NA,NA,482823.89998139
685,1,b'T4',NA,False,0.00000000,3.38500000,NA,7,968.46859002,968.46859002,NA,5,NA,reproductive,143.15887500,NA,NA,482823.89998139
685,1,MS,0.71350223,False,0.00000000,3.38500000,0.00007617,1,968.46859002,968.46859002,0.09976881,11,0.00046831,reproductive,143.15887500,0.30526024,0.63548345,482823.89998139
686,1,b'T1',NA,False,0.00000000,3.44400000,NA,4,985.34884018,985.34884018,NA,8,NA,reproductive,143.29572900,NA,NA,483809.24882157
686,1,b'T2',NA,False,0.00000000,3.44400000,NA,5,985.34884018,985.34884018,NA,7,NA,reproductive,143.29572900,NA,NA,483809.24882157
686,1,b'T3',NA,False,0.00000000,3.44400000,NA,6,985.34884018,985.34884018,NA,6,NA,reproductive,143.29572900,NA,NA,483809.24882157
686,1,b'T4',NA,False,0.00000000,3.44400000,NA,7,985.34884018,985.34884018,NA,5,NA,reproductive,143.29572900,NA,NA,483809.24882157
686,1,MS,0.64299007,False,0.00000000,3.44400000,0.00006880,1,985.34884018,985.34884018,0.09984589,11,0.00048078,reproductive,143.29572900,0.30641677,0.62985771,483809.24882157
687,1,b'T1',NA,False,0.00000000,3.52600000,NA,4,1008.80952685,1008.80952685,NA,8,NA,reproductive,143.43584144,NA,NA,484818.05834842
687,1,b'T2',NA,False,0.00000000,3.52600000,NA,5,1008.80952685,1008.80952685,NA,7,NA,reproductive,143.43584144,NA,NA,484818.05834842
687,1,b'T3',NA,False,0.00000000,3.52600000,NA,6,1008.80952685,1008.80952685,NA,6,NA,reproductive,143.43584144,NA,NA,484818.05834842
687,1,b'T4',NA,False,0.00000000,3.52600000,NA,7,1008.80952685,1008.80952685,NA,5,NA,reproductive,143.43584144,NA,NA,484818.05834842
687,1,MS,0.59189234,False,0.00000000,3.52600000,0.00006970,1,1008.80952685,1008.80952685,0.09992488,11,0.00049347,reproductive,143.43584144,0.30798293,0.63649733,484818.05834842
688,1,b'T1',NA,False,0.00000000,3.69000000,NA,4,1055.73090020,1055.73090020,NA,8,NA,reproductive,143.58247073,NA,NA,485873.78924862
688,1,b'T2',NA,False,0.00000000,3.69000000,NA,5,1055.73090020,1055.73090020,NA,7,NA,reproductive,143.58247073,NA,NA,485873.78924862
688,1,b'T3',NA,False,0.00000000,3.69000000,NA,6,1055.73090020,1055.73090020,NA,6,NA,reproductive,143.58247073,NA,NA,485873.78924862
688,1,b'T4',NA,False,0.00000000,3.69000000,NA,7,1055.73090020,1055.73090020,NA,5,NA,reproductive,143.58247073,NA,NA,485873.78924862
688,1,MS,0.54374966,False,0.00000000,3.69000000,0.00007023,1,1055.73090020,1055.73090020,0.10000780,11,0.00050646,reproductive,143.58247073,0.31145759,0.63907595,485873.78924862
689,1,b'T1',NA,False,0.00000000,3.74900000,NA,4,1072.61115036,1072.61115036,NA,8,NA,reproductive,143.73144450,NA,NA,486946.40039898
689,1,b'T2',NA,False,0.00000000,3.74900000,NA,5,1072.61115036,1072.61115036,NA,7,NA,reproductive,143.73144450,NA,NA,486946.40039898
689,1,b'T3',NA,False,0.00000000,3.74900000,NA,6,1072.61115036,1072.61115036,NA,6,NA,reproductive,143.73144450,NA,NA,486946.40039898
689,1,b'T4',NA,False,0.00000000,3.74900000,NA,7,1072.61115036,1072.61115036,NA,5,NA,reproductive,143.73144450,NA,NA,486946.40039898
689,1,MS,0.50361904,False,0.00000000,3.74900000,0.00005543,1,1072.61115036,1072.61115036,0.10009161,11,0.00052006,reproductive,143.73144450,0.31212319,0.62997706,486946.40039898
690,1,b'T1',NA,False,0.00000000,3.66400000,NA,4,1048.29214588,1048.29214588,NA,8,NA,reproductive,143.87704063,NA,NA,487994.69254486
690,1,b'T2',NA,False,0.00000000,3.66400000,NA,5,1048.29214588,1048.29214588,NA,7,NA,reproductive,143.87704063,NA,NA,487994.69254486
690,1,b'T3',NA,False,0.00000000,3.66400000,NA,6,1048.29214588,1048.29214588,NA,6,NA,reproductive,143.87704063,NA,NA,487994.69254486
690,1,b'T4',NA,False,0.00000000,3.66400000,NA,7,1048.29214588,1048.29214588,NA,5,NA,reproductive,143.87704063,NA,NA,487994.69254486
690,1,MS,0.46964798,False,0.00000000,3.66400000,0.00004785,1,1048.29214588,1048.29214588,0.10017294,11,0.00053387,reproductive,143.87704063,0.30908383,0.62056131,487994.69254486
691,1,b'T1',NA,False,0.00000000,3.81300000,NA,4,1090.92193020,1090.92193020,NA,8,NA,reproductive,144.02855757,NA,NA,489085.61447507
691,1,b'T2',NA,False,0.00000000,3.81300000,NA,5,1090.92193020,1090.92193020,NA,7,NA,reproductive,144.02855757,NA,NA,489085.61447507
691,1,b'T3',NA,False,0.00000000,3.81300000,NA,6,1090.92193020,1090.92193020,NA,6,NA,reproductive,144.02855757,NA,NA,489085.61447507
691,1,b'T4',NA,False,0.00000000,3.81300000,NA,7,1090.92193020,1090.92193020,NA,5,NA,reproductive,144.02855757,NA,NA,489085.61447507
691,1,MS,0.44832552,False,0.00000000,3.81300000,0.00004923,1,1090.92193020,1090.92193020,0.10025836,11,0.00054737,reproductive,144.02855757,0.31185715,0.63481452,489085.61447507
692,1,b'T1',NA,False,0.00000000,3.77700000,NA,4,1080.62211654,1080.62211654,NA,8,NA,reproductive,144.17864397,NA,NA,490166.23659161
692,1,b'T2',NA,False,0.00000000,3.77700000,NA,5,1080.62211654,1080.62211654,NA,7,NA,reproductive,144.17864397,NA,NA,490166.23659161
692,1,b'T3',NA,False,0.00000000,3.77700000,NA,6,1080.62211654,1080.62211654,NA,6,NA,reproductive,144.17864397,NA,NA,490166.23659161
692,1,b'T4',NA,False,0.00000000,3.77700000,NA,7,1080.62211654,1080.62211654,NA,5,NA,reproductive,144.17864397,NA,NA,490166.23659161
692,1,MS,0.41918296,False,0.00000000,3.77700000,0.00006411,1,1080.62211654,1080.62211654,0.10034222,11,0.00056142,reproductive,144.17864397,0.30989793,1.14345378,490166.23659161
693,1,b'T1',NA,False,0.00000000,3.78700000,NA,4,1083.48317589,1083.48317589,NA,8,NA,reproductive,144.32912775,NA,NA,491249.71976750
693,1,b'T2',NA,False,0.00000000,3.78700000,NA,5,1083.48317589,1083.48317589,NA,7,NA,reproductive,144.32912775,NA,NA,491249.71976750
693,1,b'T3',NA,False,0.00000000,3.78700000,NA,6,1083.48317589,1083.48317589,NA,6,NA,reproductive,144.32912775,NA,NA,491249.71976750
693,1,b'T4',NA,False,0.00000000,3.78700000,NA,7,1083.48317589,1083.48317589,NA,5,NA,reproductive,144.32912775,NA,NA,491249.71976750
693,1,MS,0.46380374,False,0.00000000,3.78700000,0.00023796,1,1083.48317589,1083.48317589,0.10042640,11,0.00057534,reproductive,144.32912775,0.30921125,0.91971542,491249.71976750
694,1,b'T1',NA,False,0.00000000,3.95200000,NA,4,1130.69065517,1130.69065517,NA,8,NA,reproductive,144.48616811,NA,NA,492380.41042267
694,1,b'T2',NA,False,0.00000000,3.95200000,NA,5,1130.69065517,1130.69065517,NA,7,NA,reproductive,144.48616811,NA,NA,492380.41042267
694,1,b'T3',NA,False,0.00000000,3.95200000,NA,6,1130.69065517,1130.69065517,NA,6,NA,reproductive,144.48616811,NA,NA,492380.41042267
694,1,b'T4',NA,False,0.00000000,3.95200000,NA,7,1130.69065517,1130.69065517,NA,5,NA,reproductive,144.48616811,NA,NA,492380.41042267
694,1,MS,0.65668419,False,0.00000000,3.95200000,0.00068887,1,1130.69065517,1130.69065517,0.10051478,11,0.00058929,reproductive,144.48616811,0.31283487,1.17213008,492380.41042267
695,1,b'T1',NA,False,0.00000000,4.43700000,NA,4,1269.45203365,1269.45203365,NA,8,NA,reproductive,144.66248090,NA,NA,493649.86245632
695,1,b'T2',NA,False,0.00000000,4.43700000,NA,5,1269.45203365,1269.45203365,NA,7,NA,reproductive,144.66248090,NA,NA,493649.86245632
695,1,b'T3',NA,False,0.00000000,4.43700000,NA,6,1269.45203365,1269.45203365,NA,6,NA,reproductive,144.66248090,NA,NA,493649.86245632
695,1,b'T4',NA,False,0.00000000,4.43700000,NA,7,1269.45203365,1269.45203365,NA,5,NA,reproductive,144.66248090,NA,NA,493649.86245632
695,1,MS,0.99994781,False,0.00000000,4.43700000,0.00120810,1,1269.45203365,1269.45203365,0.10061517,11,0.00060385,reproductive,144.66248090,0.32539432,1.61372943,493649.86245632
696,1,b'T1',NA,False,0.00000000,5.11100000,NA,4,1462.28743385,1462.28743385,NA,8,NA,reproductive,144.86557637,NA,NA,495112.14989016
696,1,b'T2',NA,False,0.00000000,5.11100000,NA,5,1462.28743385,1462.28743385,NA,7,NA,reproductive,144.86557637,NA,NA,495112.14989016
696,1,b'T3',NA,False,0.00000000,5.11100000,NA,6,1462.28743385,1462.28743385,NA,6,NA,reproductive,144.86557637,NA,NA,495112.14989016
696,1,b'T4',NA,False,0.00000000,5.11100000,NA,7,1462.28743385,1462.28743385,NA,5,NA,reproductive,144.86557637,NA,NA,495112.14989016
696,1,MS,1.42125202,False,0.00000000,5.11100000,0.00160361,1,1462.28743385,1462.28743385,0.10073151,11,0.00062020,reproductive,144.86557637,0.34442722,1.93750550,495112.14989016
697,1,b'T1',NA,False,0.00000000,5.78700000,NA,4,1655.69504592,1655.69504592,NA,8,NA,reproductive,145.09553402,NA,NA,496767.84493608
697,1,b'T2',NA,False,0.00000000,5.78700000,NA,5,1655.69504592,1655.69504592,NA,7,NA,reproductive,145.09553402,NA,NA,496767.84493608
697,1,b'T3',NA,False,0.00000000,5.78700000,NA,6,1655.69504592,1655.69504592,NA,6,NA,reproductive,145.09553402,NA,NA,496767.84493608
697,1,b'T4',NA,False,0.00000000,5.78700000,NA,7,1655.69504592,1655.69504592,NA,5,NA,reproductive,145.09553402,NA,NA,496767.84493608
697,1,MS,1.84205531,False,0.00000000,5.78700000,0.00144519,1,1655.69504592,1655.69504592,0.10086344,11,0.00063903,reproductive,145.09553402,0.36548492,1.83781406,496767.84493608
698,1,b'T1',NA,False,0.00000000,6.29000000,NA,4,1799.60633123,1799.60633123,NA,8,NA,reproductive,145.34547934,NA,NA,498567.45126731
698,1,b'T2',NA,False,0.00000000,6.29000000,NA,5,1799.60633123,1799.60633123,NA,7,NA,reproductive,145.34547934,NA,NA,498567.45126731
698,1,b'T3',NA,False,0.00000000,6.29000000,NA,6,1799.60633123,1799.60633123,NA,6,NA,reproductive,145.34547934,NA,NA,498567.45126731
698,1,b'T4',NA,False,0.00000000,6.29000000,NA,7,1799.60633123,1799.60633123,NA,5,NA,reproductive,145.34547934,NA,NA,498567.45126731
698,1,MS,2.20968997,False,0.00000000,6.29000000,0.00132546,1,1799.60633123,1799.60633123,0.10100672,11,0.00066035,reproductive,145.34547934,0.38363729,1.76061379,498567.45126731
699,1,b'T1',NA,False,0.00000000,6.45600000,NA,4,1847.09991644,1847.09991644,NA,8,NA,reproductive,145.60202100,NA,NA,500414.55118374
699,1,b'T2',NA,False,0.00000000,6.45600000,NA,5,1847.09991644,1847.09991644,NA,7,NA,reproductive,145.60202100,NA,NA,500414.55118374
699,1,b'T3',NA,False,0.00000000,6.45600000,NA,6,1847.09991644,1847.09991644,NA,6,NA,reproductive,145.60202100,NA,NA,500414.55118374
699,1,b'T4',NA,False,0.00000000,6.45600000,NA,7,1847.09991644,1847.09991644,NA,5,NA,reproductive,145.60202100,NA,NA,500414.55118374
699,1,MS,2.44651663,False,0.00000000,6.45600000,0.00102470,1,1847.09991644,1847.09991644,0.10115336,11,0.00068353,reproductive,145.60202100,0.39287492,1.53707378,500414.55118374
700,1,b'T1',NA,False,0.00000000,6.34400000,NA,4,1815.05605172,1815.05605172,NA,8,NA,reproductive,145.85411212,NA,NA,502229.60723546
700,1,b'T2',NA,False,0.00000000,6.34400000,NA,5,1815.05605172,1815.05605172,NA,7,NA,reproductive,145.85411212,NA,NA,502229.60723546
700,1,b'T3',NA,False,0.00000000,6.34400000,NA,6,1815.05605172,1815.05605172,NA,6,NA,reproductive,145.85411212,NA,NA,502229.60723546
700,1,b'T4',NA,False,0.00000000,6.34400000,NA,7,1815.05605172,1815.05605172,NA,5,NA,reproductive,145.85411212,NA,NA,502229.60723546
700,1,MS,2.43134898,False,0.00000000,6.34400000,0.00037247,1,1815.05605172,1815.05605172,0.10129733,11,0.00070732,reproductive,145.85411212,0.39274719,1.07030020,502229.60723546
701,1,b'T1',NA,False,0.00000000,6.03200000,NA,4,1725.79099999,1725.79099999,NA,8,NA,reproductive,146.09380531,NA,NA,503955.39823546
701,1,b'T2',NA,False,0.00000000,6.03200000,NA,5,1725.79099999,1725.79099999,NA,7,NA,reproductive,146.09380531,NA,NA,503955.39823546
701,1,b'T3',NA,False,0.00000000,6.03200000,NA,6,1725.79099999,1725.79099999,NA,6,NA,reproductive,146.09380531,NA,NA,503955.39823546
701,1,b'T4',NA,False,0.00000000,6.03200000,NA,7,1725.79099999,1725.79099999,NA,5,NA,reproductive,146.09380531,NA,NA,503955.39823546
701,1,MS,2.21393374,False,0.00000000,6.03200000,0.00015859,1,1725.79099999,1725.79099999,0.10143422,11,0.00073069,reproductive,146.09380531,0.38620803,0.91520817,503955.39823546
702,1,b'T1',NA,False,0.00000000,5.79400000,NA,4,1657.69778746,1657.69778746,NA,8,NA,reproductive,146.32404111,NA,NA,505613.09602292
702,1,b'T2',NA,False,0.00000000,5.79400000,NA,5,1657.69778746,1657.69778746,NA,7,NA,reproductive,146.32404111,NA,NA,505613.09602292
702,1,b'T3',NA,False,0.00000000,5.79400000,NA,6,1657.69778746,1657.69778746,NA,6,NA,reproductive,146.32404111,NA,NA,505613.09602292
702,1,b'T4',NA,False,0.00000000,5.79400000,NA,7,1657.69778746,1657.69778746,NA,5,NA,reproductive,146.32404111,NA,NA,505613.09602292
702,1,MS,1.93746545,False,0.00000000,5.79400000,0.00012642,1,1657.69778746,1657.69778746,0.10156649,11,0.00075292,reproductive,146.32404111,0.38138873,0.82147580,505613.09602292
703,1,b'T1',NA,False,0.00000000,5.74600000,NA,4,1643.96470258,1643.96470258,NA,8,NA,reproductive,146.55236955,NA,NA,507257.06072550
703,1,b'T2',NA,False,0.00000000,5.74600000,NA,5,1643.96470258,1643.96470258,NA,7,NA,reproductive,146.55236955,NA,NA,507257.06072550
703,1,b'T3',NA,False,0.00000000,5.74600000,NA,6,1643.96470258,1643.96470258,NA,6,NA,reproductive,146.55236955,NA,NA,507257.06072550
703,1,b'T4',NA,False,0.00000000,5.74600000,NA,7,1643.96470258,1643.96470258,NA,5,NA,reproductive,146.55236955,NA,NA,507257.06072550
703,1,MS,1.66528919,False,0.00000000,5.74600000,0.00014145,1,1643.96470258,1643.96470258,0.10169876,11,0.00077427,reproductive,146.55236955,0.38158858,0.80419754,507257.06072550
704,1,b'T1',NA,False,0.00000000,5.69300000,NA,4,1628.80108802,1628.80108802,NA,8,NA,reproductive,146.77859192,NA,NA,508885.86181352
704,1,b'T2',NA,False,0.00000000,5.69300000,NA,5,1628.80108802,1628.80108802,NA,7,NA,reproductive,146.77859192,NA,NA,508885.86181352
704,1,b'T3',NA,False,0.00000000,5.69300000,NA,6,1628.80108802,1628.80108802,NA,6,NA,reproductive,146.77859192,NA,NA,508885.86181352
704,1,b'T4',NA,False,0.00000000,5.69300000,NA,7,1628.80108802,1628.80108802,NA,5,NA,reproductive,146.77859192,NA,NA,508885.86181352
704,1,MS,1.43689361,False,0.00000000,5.69300000,0.00014785,1,1628.80108802,1628.80108802,0.10183009,11,0.00079544,reproductive,146.77859192,0.38089953,0.78925037,508885.86181352
705,1,b'T1',NA,False,0.00000000,5.65500000,NA,4,1617.92906249,1617.92906249,NA,8,NA,reproductive,147.00330429,NA,NA,510503.79087602
705,1,b'T2',NA,False,0.00000000,5.65500000,NA,5,1617.92906249,1617.92906249,NA,7,NA,reproductive,147.00330429,NA,NA,510503.79087602
705,1,b'T3',NA,False,0.00000000,5.65500000,NA,6,1617.92906249,1617.92906249,NA,6,NA,reproductive,147.00330429,NA,NA,510503.79087602
705,1,b'T4',NA,False,0.00000000,5.65500000,NA,7,1617.92906249,1617.92906249,NA,5,NA,reproductive,147.00330429,NA,NA,510503.79087602
705,1,MS,1.25562691,False,0.00000000,5.65500000,0.00013871,1,1617.92906249,1617.92906249,0.10196079,11,0.00081641,reproductive,147.00330429,0.38006203,0.78056324,510503.79087602
706,1,b'T1',NA,False,0.00000000,5.60000000,NA,4,1602.19323607,1602.19323607,NA,8,NA,reproductive,147.22583113,NA,NA,512105.98411208
706,1,b'T2',NA,False,0.00000000,5.60000000,NA,5,1602.19323607,1602.19323607,NA,7,NA,reproductive,147.22583113,NA,NA,512105.98411208
706,1,b'T3',NA,False,0.00000000,5.60000000,NA,6,1602.19323607,1602.19323607,NA,6,NA,reproductive,147.22583113,NA,NA,512105.98411208
706,1,b'T4',NA,False,0.00000000,5.60000000,NA,7,1602.19323607,1602.19323607,NA,5,NA,reproductive,147.22583113,NA,NA,512105.98411208
706,1,MS,1.10174415,False,0.00000000,5.60000000,0.00010339,1,1602.19323607,1602.19323607,0.10209027,11,0.00083725,reproductive,147.22583113,0.37822327,0.75823572,512105.98411208
707,1,b'T1',NA,False,0.00000000,5.58000000,NA,4,1596.47111737,1596.47111737,NA,8,NA,reproductive,147.44756323,NA,NA,513702.45522945
707,1,b'T2',NA,False,0.00000000,5.58000000,NA,5,1596.47111737,1596.47111737,NA,7,NA,reproductive,147.44756323,NA,NA,513702.45522945
707,1,b'T3',NA,False,0.00000000,5.58000000,NA,6,1596.47111737,1596.47111737,NA,6,NA,reproductive,147.44756323,NA,NA,513702.45522945
707,1,b'T4',NA,False,0.00000000,5.58000000,NA,7,1596.47111737,1596.47111737,NA,5,NA,reproductive,147.44756323,NA,NA,513702.45522945
707,1,MS,0.99412367,False,0.00000000,5.58000000,0.00014622,1,1596.47111737,1596.47111737,0.10221947,11,0.00085788,reproductive,147.44756323,0.37717326,0.76865851,513702.45522945
708,1,b'T1',NA,False,0.00000000,5.52600000,NA,4,1581.02139688,1581.02139688,NA,8,NA,reproductive,147.66714953,NA,NA,515283.47662633
708,1,b'T2',NA,False,0.00000000,5.52600000,NA,5,1581.02139688,1581.02139688,NA,7,NA,reproductive,147.66714953,NA,NA,515283.47662633
708,1,b'T3',NA,False,0.00000000,5.52600000,NA,6,1581.02139688,1581.02139688,NA,6,NA,reproductive,147.66714953,NA,NA,515283.47662633
708,1,b'T4',NA,False,0.00000000,5.52600000,NA,7,1581.02139688,1581.02139688,NA,5,NA,reproductive,147.66714953,NA,NA,515283.47662633
708,1,MS,0.89525455,False,0.00000000,5.52600000,0.00014577,1,1581.02139688,1581.02139688,0.10234730,11,0.00087844,reproductive,147.66714953,0.37476865,0.75168480,515283.47662633
709,1,b'T1',NA,False,0.00000000,5.47500000,NA,4,1566.42999419,1566.42999419,NA,8,NA,reproductive,147.88470925,NA,NA,516849.90662052
709,1,b'T2',NA,False,0.00000000,5.47500000,NA,5,1566.42999419,1566.42999419,NA,7,NA,reproductive,147.88470925,NA,NA,516849.90662052
709,1,b'T3',NA,False,0.00000000,5.47500000,NA,6,1566.42999419,1566.42999419,NA,6,NA,reproductive,147.88470925,NA,NA,516849.90662052
709,1,b'T4',NA,False,0.00000000,5.47500000,NA,7,1566.42999419,1566.42999419,NA,5,NA,reproductive,147.88470925,NA,NA,516849.90662052
709,1,MS,0.82200453,False,0.00000000,5.47500000,0.00012967,1,1566.42999419,1566.42999419,0.10247393,11,0.00089880,reproductive,147.88470925,0.37223841,0.74923136,516849.90662052
710,1,b'T1',NA,False,0.00000000,5.46300000,NA,4,1562.99672297,1562.99672297,NA,8,NA,reproductive,148.10179213,NA,NA,518412.90334349
710,1,b'T2',NA,False,0.00000000,5.46300000,NA,5,1562.99672297,1562.99672297,NA,7,NA,reproductive,148.10179213,NA,NA,518412.90334349
710,1,b'T3',NA,False,0.00000000,5.46300000,NA,6,1562.99672297,1562.99672297,NA,6,NA,reproductive,148.10179213,NA,NA,518412.90334349
710,1,b'T4',NA,False,0.00000000,5.46300000,NA,7,1562.99672297,1562.99672297,NA,5,NA,reproductive,148.10179213,NA,NA,518412.90334349
710,1,MS,0.76478706,False,0.00000000,5.46300000,0.00011433,1,1562.99672297,1562.99672297,0.10260035,11,0.00091898,reproductive,148.10179213,0.37071463,0.75170966,518412.90334349
711,1,b'T1',NA,False,0.00000000,5.51500000,NA,4,1577.87423159,1577.87423159,NA,8,NA,reproductive,148.32094133,NA,NA,519990.77757509
711,1,b'T2',NA,False,0.00000000,5.51500000,NA,5,1577.87423159,1577.87423159,NA,7,NA,reproductive,148.32094133,NA,NA,519990.77757509
711,1,b'T3',NA,False,0.00000000,5.51500000,NA,6,1577.87423159,1577.87423159,NA,6,NA,reproductive,148.32094133,NA,NA,519990.77757509
